Name,URL,Description,Process,Variety,all_combined,exlc_name_combined
Sumatra Honey Process Kerinci,https://www.sweetmarias.com/sumatra-honey-process-kerinci-6707.html,"Cools to notes of palm sugar, rice syrup, honey, aromatics of tobacco leaf and pineapple sage, and opaque bittersweetness if roasted dark. City+ to Full City+. Good for espresso.",Honey,Modern Hybrids,"Sumatra Honey Process Kerinci, Cools to notes of palm sugar, rice syrup, honey, aromatics of tobacco leaf and pineapple sage, and opaque bittersweetness if roasted dark. City+ to Full City+. Good for espresso., Honey, Modern Hybrids","Cools to notes of palm sugar, rice syrup, honey, aromatics of tobacco leaf and pineapple sage, and opaque bittersweetness if roasted dark. City+ to Full City+. Good for espresso., Honey, Modern Hybrids"
Sumatra Honey Process Kerinci Seblat,https://www.sweetmarias.com/sumatra-honey-process-kerinci-seblat-6341.html,"Layered sweetness like demurara, rice syrup, and honey, accented by dried stone fruit and golden raisin, and herbal aroma of sweet basil and pineapple sage. City+ to Full City+. Good for espresso.",Honey,"Typica, Modern Hybrids","Sumatra Honey Process Kerinci Seblat, Layered sweetness like demurara, rice syrup, and honey, accented by dried stone fruit and golden raisin, and herbal aroma of sweet basil and pineapple sage. City+ to Full City+. Good for espresso., Honey, Typica, Modern Hybrids","Layered sweetness like demurara, rice syrup, and honey, accented by dried stone fruit and golden raisin, and herbal aroma of sweet basil and pineapple sage. City+ to Full City+. Good for espresso., Honey, Typica, Modern Hybrids"
Sumatra Kerinci Coop Honey Labu,https://www.sweetmarias.com/sumatra-kirinci-coop-honey-labu-6530.html,"This hybrid process of honey/wet-hulled is underscored by earthy sweetness, with flavor notes of stewed plum, jack fruit, pipe tobacco, aromatic woody incense, and intense chocolate bittering. City to Full City+. Good for espresso.",Honey,"Typica, Modern Hybrids","Sumatra Kerinci Coop Honey Labu, This hybrid process of honey/wet-hulled is underscored by earthy sweetness, with flavor notes of stewed plum, jack fruit, pipe tobacco, aromatic woody incense, and intense chocolate bittering. City to Full City+. Good for espresso., Honey, Typica, Modern Hybrids","This hybrid process of honey/wet-hulled is underscored by earthy sweetness, with flavor notes of stewed plum, jack fruit, pipe tobacco, aromatic woody incense, and intense chocolate bittering. City to Full City+. Good for espresso., Honey, Typica, Modern Hybrids"
Sumatra Kerinci Honey Labu Tujuh Coop,https://www.sweetmarias.com/sumatra-kerinci-honey-labu-tujuh-coop-6343.html,"*15% discount automatically applied at checkout* This hybrid process of honey/wet-hulled brings out flavors of raisin, stewed plum, pipe tobacco, aromatic fruits like papaya and jack fruit, with mild earth tones and cacao nib in the aftertaste. City to Full City+.",,Modern Hybrids,"Sumatra Kerinci Honey Labu Tujuh Coop, *15% discount automatically applied at checkout* This hybrid process of honey/wet-hulled brings out flavors of raisin, stewed plum, pipe tobacco, aromatic fruits like papaya and jack fruit, with mild earth tones and cacao nib in the aftertaste. City to Full City+., , Modern Hybrids","*15% discount automatically applied at checkout* This hybrid process of honey/wet-hulled brings out flavors of raisin, stewed plum, pipe tobacco, aromatic fruits like papaya and jack fruit, with mild earth tones and cacao nib in the aftertaste. City to Full City+., , Modern Hybrids"
Sumatra Kerinci Tujuh Cooperative,https://www.sweetmarias.com/sumatra-kerinci-tujuh-cooperative-6342.html,"15% discount automatically applied at checkout. Lighter roasting brings out flavors of sorghum and rice syrups, caramel, barley tea, dark honey, a subtle berry hint and finishing flavors of pungent cocoa and burnt sesame seed. City to Full City. Good for espresso.",Giling Basah,Modern Hybrids,"Sumatra Kerinci Tujuh Cooperative, 15% discount automatically applied at checkout. Lighter roasting brings out flavors of sorghum and rice syrups, caramel, barley tea, dark honey, a subtle berry hint and finishing flavors of pungent cocoa and burnt sesame seed. City to Full City. Good for espresso., Giling Basah, Modern Hybrids","15% discount automatically applied at checkout. Lighter roasting brings out flavors of sorghum and rice syrups, caramel, barley tea, dark honey, a subtle berry hint and finishing flavors of pungent cocoa and burnt sesame seed. City to Full City. Good for espresso., Giling Basah, Modern Hybrids"
Sumatra Kerinci Tujuh Cooperative,https://www.sweetmarias.com/sumatra-kerinci-tujuh-cooperative-6531.html,"Rustic rice syrup, dark honey, barley tea, earth-toned hints of peet and oak, intense chocolate roast flavors, complex finishing flavors of rye, raisin, and black pepper. City to Full City+. Good for espresso.",Wet Hulled,Modern Hybrids,"Sumatra Kerinci Tujuh Cooperative, Rustic rice syrup, dark honey, barley tea, earth-toned hints of peet and oak, intense chocolate roast flavors, complex finishing flavors of rye, raisin, and black pepper. City to Full City+. Good for espresso., Wet Hulled, Modern Hybrids","Rustic rice syrup, dark honey, barley tea, earth-toned hints of peet and oak, intense chocolate roast flavors, complex finishing flavors of rye, raisin, and black pepper. City to Full City+. Good for espresso., Wet Hulled, Modern Hybrids"
Sumatra Kerinci Tujuh Cooperative,https://www.sweetmarias.com/sumatra-kerinci-tujuh-cooperative-6706.html,"Rustic rice syrup, palm sugar, barley tea, earth-toned hints of peet and burdock, intense chocolate roast flavors, a durian note, and complex finishing flavors of rye and black pepper. City+ to Full City+. Good for espresso.",Wet Hulled,Modern Hybrids,"Sumatra Kerinci Tujuh Cooperative, Rustic rice syrup, palm sugar, barley tea, earth-toned hints of peet and burdock, intense chocolate roast flavors, a durian note, and complex finishing flavors of rye and black pepper. City+ to Full City+. Good for espresso., Wet Hulled, Modern Hybrids","Rustic rice syrup, palm sugar, barley tea, earth-toned hints of peet and burdock, intense chocolate roast flavors, a durian note, and complex finishing flavors of rye and black pepper. City+ to Full City+. Good for espresso., Wet Hulled, Modern Hybrids"
Sumatra Lintong Pak Joner,https://www.sweetmarias.com/sumatra-lintong-pak-joner-6933.html,"Big rustic sweetness, lingering note of palm sugar, barley malt syrup, tobacco, shiso leaf, aromatic cedar, mild fruit accents, and bittering roasted cacao nibs. City+ to Full City+. Good for espresso.",Giling Basah,Modern Hybrids,"Sumatra Lintong Pak Joner, Big rustic sweetness, lingering note of palm sugar, barley malt syrup, tobacco, shiso leaf, aromatic cedar, mild fruit accents, and bittering roasted cacao nibs. City+ to Full City+. Good for espresso., Giling Basah, Modern Hybrids","Big rustic sweetness, lingering note of palm sugar, barley malt syrup, tobacco, shiso leaf, aromatic cedar, mild fruit accents, and bittering roasted cacao nibs. City+ to Full City+. Good for espresso., Giling Basah, Modern Hybrids"
Sumatra Lintong Sigumpar Village,https://www.sweetmarias.com/sumatra-lintong-sigumpar-village-6710.html,"A complex Sumatra with syrupy, rustic sweetness, earth and herbal notes, licorice, and aromatic wood. Intense chocolate roast bittering when roasted dark. City+ to Full City+. Good for espresso.",Wet Hulled,"Typica, Modern Hybrids","Sumatra Lintong Sigumpar Village, A complex Sumatra with syrupy, rustic sweetness, earth and herbal notes, licorice, and aromatic wood. Intense chocolate roast bittering when roasted dark. City+ to Full City+. Good for espresso., Wet Hulled, Typica, Modern Hybrids","A complex Sumatra with syrupy, rustic sweetness, earth and herbal notes, licorice, and aromatic wood. Intense chocolate roast bittering when roasted dark. City+ to Full City+. Good for espresso., Wet Hulled, Typica, Modern Hybrids"
Sumatra Mandheling-Aceh Triple-Pick,https://www.sweetmarias.com/sumatra-mandheling-aceh-triple-pick-6784.html,"Rustic sweetness, herbal and earthy accents, a layered chocolate roast taste unfolds to rustic sorghum syrup, date sugar, and mossy, earth-toned aroma. City+ to Vienna. Good for espresso.",Giling Basah,Modern Hybrids,"Sumatra Mandheling-Aceh Triple-Pick, Rustic sweetness, herbal and earthy accents, a layered chocolate roast taste unfolds to rustic sorghum syrup, date sugar, and mossy, earth-toned aroma. City+ to Vienna. Good for espresso., Giling Basah, Modern Hybrids","Rustic sweetness, herbal and earthy accents, a layered chocolate roast taste unfolds to rustic sorghum syrup, date sugar, and mossy, earth-toned aroma. City+ to Vienna. Good for espresso., Giling Basah, Modern Hybrids"
Sumatra Wet Process Gunung Tujuh,https://www.sweetmarias.com/sumatra-wet-process-gunung-tujuh-6340.html,"A unique, wet-process Sumatra, aromatics of pecan pie with an herbal overlay, notes of burned sugar, caramel, yellow custard, basil and citrus-like acidity. City to Full City.  ",Wet Washed,Modern Hybrids,"Sumatra Wet Process Gunung Tujuh, A unique, wet-process Sumatra, aromatics of pecan pie with an herbal overlay, notes of burned sugar, caramel, yellow custard, basil and citrus-like acidity. City to Full City.  , Wet Washed, Modern Hybrids","A unique, wet-process Sumatra, aromatics of pecan pie with an herbal overlay, notes of burned sugar, caramel, yellow custard, basil and citrus-like acidity. City to Full City.  , Wet Washed, Modern Hybrids"
Sumatra Wet Process Gunung Tujuh,https://www.sweetmarias.com/sumatra-wet-process-gunung-tujuh-6522.html,"What a unique, wet-process Sumatra, pumpkin pie, burned sugar, caramel, yellow custard, citrus peel and an herbal overlay that includes notes of basil and dried sorrel. City to Full City.",Wet Washed,Modern Hybrids,"Sumatra Wet Process Gunung Tujuh, What a unique, wet-process Sumatra, pumpkin pie, burned sugar, caramel, yellow custard, citrus peel and an herbal overlay that includes notes of basil and dried sorrel. City to Full City., Wet Washed, Modern Hybrids","What a unique, wet-process Sumatra, pumpkin pie, burned sugar, caramel, yellow custard, citrus peel and an herbal overlay that includes notes of basil and dried sorrel. City to Full City., Wet Washed, Modern Hybrids"
Sumatra Wet Process Kerinci,https://www.sweetmarias.com/sumatra-wet-process-kerinci-6704.html,"Middle roasts yield a foundation of burned sugars and rustic chocolate roast flavors, accented by hints of custard, pumpkin, herbal notes of basil and dried sorrel, and surprisingly bright acidic impression. City+ to Full City+.",Wet Washed,Modern Hybrids,"Sumatra Wet Process Kerinci, Middle roasts yield a foundation of burned sugars and rustic chocolate roast flavors, accented by hints of custard, pumpkin, herbal notes of basil and dried sorrel, and surprisingly bright acidic impression. City+ to Full City+., Wet Washed, Modern Hybrids","Middle roasts yield a foundation of burned sugars and rustic chocolate roast flavors, accented by hints of custard, pumpkin, herbal notes of basil and dried sorrel, and surprisingly bright acidic impression. City+ to Full City+., Wet Washed, Modern Hybrids"
Sumatra Wet Process Pantan Musara,https://www.sweetmarias.com/sumatra-wet-process-pantan-musara-6533.html,"*15 % discount automatically applied at checkout* A sweet and clean Sumatra, raw sugar and vanilla, honey aroma, root beer, pine, herbal hints. Dark roasts are very different, chocolate bittersweetness prevails. City+ to Full City+. Good for espresso.",Wet Washed,"Typica, Modern Hybrids","Sumatra Wet Process Pantan Musara, *15 % discount automatically applied at checkout* A sweet and clean Sumatra, raw sugar and vanilla, honey aroma, root beer, pine, herbal hints. Dark roasts are very different, chocolate bittersweetness prevails. City+ to Full City+. Good for espresso., Wet Washed, Typica, Modern Hybrids","*15 % discount automatically applied at checkout* A sweet and clean Sumatra, raw sugar and vanilla, honey aroma, root beer, pine, herbal hints. Dark roasts are very different, chocolate bittersweetness prevails. City+ to Full City+. Good for espresso., Wet Washed, Typica, Modern Hybrids"
Sumatra Wet Process Pantan Musara,https://www.sweetmarias.com/sumatra-wet-process-pantan-musara-6708.html,"I found myself comparing this coffee to a wet process Sulawesi. Sweet cup, raw cane sugar, dark corn syrup, herbal hints, burdock root, pine aroma and clean acidity like citrus peel. City to Full City+.",Wet Washed,Modern Hybrids,"Sumatra Wet Process Pantan Musara, I found myself comparing this coffee to a wet process Sulawesi. Sweet cup, raw cane sugar, dark corn syrup, herbal hints, burdock root, pine aroma and clean acidity like citrus peel. City to Full City+., Wet Washed, Modern Hybrids","I found myself comparing this coffee to a wet process Sulawesi. Sweet cup, raw cane sugar, dark corn syrup, herbal hints, burdock root, pine aroma and clean acidity like citrus peel. City to Full City+., Wet Washed, Modern Hybrids"
Timor Leste Dry Process Kailitlau,https://www.sweetmarias.com/timor-leste-dry-process-kailitlau-6791.html,"Bold dry process character, berry aromatic hints with palm sugar sweetener underneath, opens up to freeze dried mango, natural dried apricot, and date. City to Full City.",Dry Natural,"Typica, Modern Hybrids","Timor Leste Dry Process Kailitlau, Bold dry process character, berry aromatic hints with palm sugar sweetener underneath, opens up to freeze dried mango, natural dried apricot, and date. City to Full City., Dry Natural, Typica, Modern Hybrids","Bold dry process character, berry aromatic hints with palm sugar sweetener underneath, opens up to freeze dried mango, natural dried apricot, and date. City to Full City., Dry Natural, Typica, Modern Hybrids"
Timor Leste Dukurai Loiludo,https://www.sweetmarias.com/timor-leste-dukurai-loiludo-6790.html,"Crowd pleasing brew, sweet molasses and rice syrup notes, accented by roasted nut, and chocolate bittersweets like cacao nibs, hazelnut chocolate, and cocoa powder. City+ to Full City+. Good for espresso.",Wet Washed,Modern Hybrids,"Timor Leste Dukurai Loiludo, Crowd pleasing brew, sweet molasses and rice syrup notes, accented by roasted nut, and chocolate bittersweets like cacao nibs, hazelnut chocolate, and cocoa powder. City+ to Full City+. Good for espresso., Wet Washed, Modern Hybrids","Crowd pleasing brew, sweet molasses and rice syrup notes, accented by roasted nut, and chocolate bittersweets like cacao nibs, hazelnut chocolate, and cocoa powder. City+ to Full City+. Good for espresso., Wet Washed, Modern Hybrids"
Timor Leste Goulala Village,https://www.sweetmarias.com/timor-leste-goulala-village-6787.html,"A well-balanced flavor profile, sugar in the raw sweetness, moderate bittering bass notes, pistachio, almond meal, chocolatey dark roasts, and a mild acidic impression. City to Full City+. Good for espresso.",Wet Washed,Modern Hybrids,"Timor Leste Goulala Village, A well-balanced flavor profile, sugar in the raw sweetness, moderate bittering bass notes, pistachio, almond meal, chocolatey dark roasts, and a mild acidic impression. City to Full City+. Good for espresso., Wet Washed, Modern Hybrids","A well-balanced flavor profile, sugar in the raw sweetness, moderate bittering bass notes, pistachio, almond meal, chocolatey dark roasts, and a mild acidic impression. City to Full City+. Good for espresso., Wet Washed, Modern Hybrids"
Timor Leste Koliate,https://www.sweetmarias.com/timor-leste-koliate-6789.html,"Chocolate is an anchoring flavor in the cup profile, bittersweet notes of roasted cacao nibs, syrupy dark chocolate, and powdered cocoa tied together by molasses sweetness. City+ to Full City+. Good for espresso.",Wet Washed,Modern Hybrids,"Timor Leste Koliate, Chocolate is an anchoring flavor in the cup profile, bittersweet notes of roasted cacao nibs, syrupy dark chocolate, and powdered cocoa tied together by molasses sweetness. City+ to Full City+. Good for espresso., Wet Washed, Modern Hybrids","Chocolate is an anchoring flavor in the cup profile, bittersweet notes of roasted cacao nibs, syrupy dark chocolate, and powdered cocoa tied together by molasses sweetness. City+ to Full City+. Good for espresso., Wet Washed, Modern Hybrids"
Timor Leste Lekisala,https://www.sweetmarias.com/timor-leste-lekisala-6788.html,"Caramel sweetness coalesces well with a flavor profile of a milk chocolate bar with crisped rice, along with a green apple note that feeds into mild acidity, and a fruited cocoa flavor I liken to raw cacao nibs. City to Full City+. Good for espresso.",Wet Washed,Modern Hybrids,"Timor Leste Lekisala, Caramel sweetness coalesces well with a flavor profile of a milk chocolate bar with crisped rice, along with a green apple note that feeds into mild acidity, and a fruited cocoa flavor I liken to raw cacao nibs. City to Full City+. Good for espresso., Wet Washed, Modern Hybrids","Caramel sweetness coalesces well with a flavor profile of a milk chocolate bar with crisped rice, along with a green apple note that feeds into mild acidity, and a fruited cocoa flavor I liken to raw cacao nibs. City to Full City+. Good for espresso., Wet Washed, Modern Hybrids"
Timor Leste Organic Letefoho,https://www.sweetmarias.com/timor-leste-organic-letefoho-6650.html,"A wine-like apple flavor that I find delicious atop an underlay of unrefined sugars, a walnut note and mild herbal accents. Light roasts are vibrant and 2nd crack roasts develops intense bittersweetness. City to Full City+.",Wet Washed,"Typica, Modern Hybrids","Timor Leste Organic Letefoho, A wine-like apple flavor that I find delicious atop an underlay of unrefined sugars, a walnut note and mild herbal accents. Light roasts are vibrant and 2nd crack roasts develops intense bittersweetness. City to Full City+., Wet Washed, Typica, Modern Hybrids","A wine-like apple flavor that I find delicious atop an underlay of unrefined sugars, a walnut note and mild herbal accents. Light roasts are vibrant and 2nd crack roasts develops intense bittersweetness. City to Full City+., Wet Washed, Typica, Modern Hybrids"
Papua New Guinea Baroida Morita,https://www.sweetmarias.com/papua-new-guinea-baroida-morita-6668.html,"Vanilla taffy aroma, cup sweetness has palm sugar and molasses, accented by fruited notes of orange, tamarind, and candied lemon, with finishing hints of aromatic tobacco and spice. City to Full City.",Wet Washed,"Bourbon, Typica, Modern Hybrids","Papua New Guinea Baroida Morita, Vanilla taffy aroma, cup sweetness has palm sugar and molasses, accented by fruited notes of orange, tamarind, and candied lemon, with finishing hints of aromatic tobacco and spice. City to Full City., Wet Washed, Bourbon, Typica, Modern Hybrids","Vanilla taffy aroma, cup sweetness has palm sugar and molasses, accented by fruited notes of orange, tamarind, and candied lemon, with finishing hints of aromatic tobacco and spice. City to Full City., Wet Washed, Bourbon, Typica, Modern Hybrids"
Papua New Guinea Kainantu Urara,https://www.sweetmarias.com/papua-new-guinea-kainantu-urara-6670.html,"Sweet flavors of caramel popcorn and toffee, brilliant acidity, pulpy fruited accents, red apple, cooling to hints of cinnamon powder and fruited herbal tea. City to Full City.",Wet Washed,Bourbon,"Papua New Guinea Kainantu Urara, Sweet flavors of caramel popcorn and toffee, brilliant acidity, pulpy fruited accents, red apple, cooling to hints of cinnamon powder and fruited herbal tea. City to Full City., Wet Washed, Bourbon","Sweet flavors of caramel popcorn and toffee, brilliant acidity, pulpy fruited accents, red apple, cooling to hints of cinnamon powder and fruited herbal tea. City to Full City., Wet Washed, Bourbon"
Papua New Guinea Korgua Estate Peaberry,https://www.sweetmarias.com/papua-new-guinea-korgua-estate-peaberry-6671.html,"Korgua brews a medium-bodied cup, moderate acidity, dense toffee sweetness, hints of lemongrass and berry, dark tea and chocolatey roast flavors with roast development. City to Full City.",Wet Washed,"Bourbon, Modern Hybrids","Papua New Guinea Korgua Estate Peaberry, Korgua brews a medium-bodied cup, moderate acidity, dense toffee sweetness, hints of lemongrass and berry, dark tea and chocolatey roast flavors with roast development. City to Full City., Wet Washed, Bourbon, Modern Hybrids","Korgua brews a medium-bodied cup, moderate acidity, dense toffee sweetness, hints of lemongrass and berry, dark tea and chocolatey roast flavors with roast development. City to Full City., Wet Washed, Bourbon, Modern Hybrids"
Papua New Guinea Norikori,https://www.sweetmarias.com/papua-new-guinea-norikiri-6669.html,"Light roasts show a malty sweetness, tea flavor accents like mango Sencha, cascara coffee fruit tea, and jamaica. Darker roasts have a delicious chocolate blackberry flavor. City to Full City+.",Wet Washed,"Typica, Modern Hybrids","Papua New Guinea Norikori, Light roasts show a malty sweetness, tea flavor accents like mango Sencha, cascara coffee fruit tea, and jamaica. Darker roasts have a delicious chocolate blackberry flavor. City to Full City+., Wet Washed, Typica, Modern Hybrids","Light roasts show a malty sweetness, tea flavor accents like mango Sencha, cascara coffee fruit tea, and jamaica. Darker roasts have a delicious chocolate blackberry flavor. City to Full City+., Wet Washed, Typica, Modern Hybrids"
Brazil Dry Process Amecafe Cooperative,https://www.sweetmarias.com/brazil-dry-process-amecafe-cooperative-6714.html,"Hefty body gives way to  hints of fruit and creamy nut tones, Brazil nut, hazelnut, almond flour, cocoa powder, freeze dried berry, and earth-toned carob and cacao husk aroma. City+ to Full City.",Dry Natural,"Bourbon, Modern Hybrids","Brazil Dry Process Amecafe Cooperative, Hefty body gives way to  hints of fruit and creamy nut tones, Brazil nut, hazelnut, almond flour, cocoa powder, freeze dried berry, and earth-toned carob and cacao husk aroma. City+ to Full City., Dry Natural, Bourbon, Modern Hybrids","Hefty body gives way to  hints of fruit and creamy nut tones, Brazil nut, hazelnut, almond flour, cocoa powder, freeze dried berry, and earth-toned carob and cacao husk aroma. City+ to Full City., Dry Natural, Bourbon, Modern Hybrids"
Brazil Dry Process Cerrado Enivaldo,https://www.sweetmarias.com/brazil-dry-process-enivaldo-marihnho-pereira-6722.html,"Atypical Brazil coffee, pecan pie, brown sugar, sweet cream, dark fruit preserves, chocolate bittersweets, heavy body, and a pumpernickel bread aromatic note. City+ to Full City+. Good for espresso.",Dry Natural,Modern Hybrids,"Brazil Dry Process Cerrado Enivaldo, Atypical Brazil coffee, pecan pie, brown sugar, sweet cream, dark fruit preserves, chocolate bittersweets, heavy body, and a pumpernickel bread aromatic note. City+ to Full City+. Good for espresso., Dry Natural, Modern Hybrids","Atypical Brazil coffee, pecan pie, brown sugar, sweet cream, dark fruit preserves, chocolate bittersweets, heavy body, and a pumpernickel bread aromatic note. City+ to Full City+. Good for espresso., Dry Natural, Modern Hybrids"
Brazil Dry Process Fazenda Furnas,https://www.sweetmarias.com/brazil-dry-process-fazenda-furnas-6649.html,"Notes of caramel-coated peanut, stewed fruit, molasses, barley malt, banana bread and baking cocoa. A big-bodied coffee that is a great blend option too. City+ to Full City+. Good for espresso.",Dry Natural,Bourbon,"Brazil Dry Process Fazenda Furnas, Notes of caramel-coated peanut, stewed fruit, molasses, barley malt, banana bread and baking cocoa. A big-bodied coffee that is a great blend option too. City+ to Full City+. Good for espresso., Dry Natural, Bourbon","Notes of caramel-coated peanut, stewed fruit, molasses, barley malt, banana bread and baking cocoa. A big-bodied coffee that is a great blend option too. City+ to Full City+. Good for espresso., Dry Natural, Bourbon"
Brazil Dry Process Fazenda Serrinha,https://www.sweetmarias.com/brazil-dry-process-fazenda-serrinha-6679.html,"Serrinha brews up a big bodied, low-toned cup, with rustic sweetness, and hints of Brazil nut, peanut, and dried prune. City+ to Full City+. Good for espresso.",Dry Natural,Modern Hybrids,"Brazil Dry Process Fazenda Serrinha, Serrinha brews up a big bodied, low-toned cup, with rustic sweetness, and hints of Brazil nut, peanut, and dried prune. City+ to Full City+. Good for espresso., Dry Natural, Modern Hybrids","Serrinha brews up a big bodied, low-toned cup, with rustic sweetness, and hints of Brazil nut, peanut, and dried prune. City+ to Full City+. Good for espresso., Dry Natural, Modern Hybrids"
Brazil Dry Process Lambarí Adriana Guerra,https://www.sweetmarias.com/brazil-dry-process-lambari-adriana-guerra-6711.html,"Unique flavors, fruited, rustic sweetness, and surprising acidity for Brazil. Flavor notes of melon rind, boiled peanut, fermented miso, rice vinegar, sesame butter, and a freeze dried berry accent. City to Full City.",Dry Natural,"Bourbon, Modern Hybrids","Brazil Dry Process Lambarí Adriana Guerra, Unique flavors, fruited, rustic sweetness, and surprising acidity for Brazil. Flavor notes of melon rind, boiled peanut, fermented miso, rice vinegar, sesame butter, and a freeze dried berry accent. City to Full City., Dry Natural, Bourbon, Modern Hybrids","Unique flavors, fruited, rustic sweetness, and surprising acidity for Brazil. Flavor notes of melon rind, boiled peanut, fermented miso, rice vinegar, sesame butter, and a freeze dried berry accent. City to Full City., Dry Natural, Bourbon, Modern Hybrids"
Brazil Dry Process Minas Café Pequeño,https://www.sweetmarias.com/brazil-dry-process-minas-cafe-pequeno-6719.html,"Middle roasts meld molasses-type, rustic sweetness with chocolate roast bittering, hints of bran muffin, raw filbert nuts, and subtle elements of amaretto, like almond and cherry (mostly in City+). City+ to Full City+. Good for espresso.",Dry Natural,"Bourbon, Modern Hybrids","Brazil Dry Process Minas Café Pequeño, Middle roasts meld molasses-type, rustic sweetness with chocolate roast bittering, hints of bran muffin, raw filbert nuts, and subtle elements of amaretto, like almond and cherry (mostly in City+). City+ to Full City+. Good for espresso., Dry Natural, Bourbon, Modern Hybrids","Middle roasts meld molasses-type, rustic sweetness with chocolate roast bittering, hints of bran muffin, raw filbert nuts, and subtle elements of amaretto, like almond and cherry (mostly in City+). City+ to Full City+. Good for espresso., Dry Natural, Bourbon, Modern Hybrids"
Brazil Dry Process Patrocínio Ricardo Vagne,https://www.sweetmarias.com/brazil-dry-process-patrocínio-ricardo-vagne-6720.html,"An refined cup profile for Brazil, sweet fruit notes with just a touch of wine character, subtle warming spice, molasses sugar, berry-like acidity, and a long, sweet finish. City to Full City.",Dry Natural,"Caturra, Bourbon, Modern Hybrids","Brazil Dry Process Patrocínio Ricardo Vagne, An refined cup profile for Brazil, sweet fruit notes with just a touch of wine character, subtle warming spice, molasses sugar, berry-like acidity, and a long, sweet finish. City to Full City., Dry Natural, Caturra, Bourbon, Modern Hybrids","An refined cup profile for Brazil, sweet fruit notes with just a touch of wine character, subtle warming spice, molasses sugar, berry-like acidity, and a long, sweet finish. City to Full City., Dry Natural, Caturra, Bourbon, Modern Hybrids"
Brazil Dry Process Pedra Branca,https://www.sweetmarias.com/brazil-dry-process-pedra-branca-6648.html,"Robust cocoa roast flavors are matched by unrefined, molasses-like sweetness, palm sugar, freeze dried fruit accents, and rum candy in the aroma. City+ to Full City+ Good for espresso.",Dry Natural,Bourbon,"Brazil Dry Process Pedra Branca, Robust cocoa roast flavors are matched by unrefined, molasses-like sweetness, palm sugar, freeze dried fruit accents, and rum candy in the aroma. City+ to Full City+ Good for espresso., Dry Natural, Bourbon","Robust cocoa roast flavors are matched by unrefined, molasses-like sweetness, palm sugar, freeze dried fruit accents, and rum candy in the aroma. City+ to Full City+ Good for espresso., Dry Natural, Bourbon"
Brazil Dry Process Pedra Branca,https://www.sweetmarias.com/brazil-dry-process-pedra-branca-6645.html,"Robust cocoa roast flavors are matched by unrefined, molasses-like sweetness, with dried banana and berry accents, and rum candy in the aroma. City+ to Full City+ Good for espresso.",Dry Natural,Bourbon,"Brazil Dry Process Pedra Branca, Robust cocoa roast flavors are matched by unrefined, molasses-like sweetness, with dried banana and berry accents, and rum candy in the aroma. City+ to Full City+ Good for espresso., Dry Natural, Bourbon","Robust cocoa roast flavors are matched by unrefined, molasses-like sweetness, with dried banana and berry accents, and rum candy in the aroma. City+ to Full City+ Good for espresso., Dry Natural, Bourbon"
Brazil Dry Process Serrinha Peaberry,https://www.sweetmarias.com/brazil-dry-process-serrinha-peaberry-6812.html,"Dense coffee for Brazil that withstands dark roasting, flavors of hazelnut chocolate, macadamia nut, roasted almond, and an aromatic cocoa butter note. Big body and lasting bittersweetness. City+ to Full City+. Good espresso.",Dry Natural,Modern Hybrids,"Brazil Dry Process Serrinha Peaberry, Dense coffee for Brazil that withstands dark roasting, flavors of hazelnut chocolate, macadamia nut, roasted almond, and an aromatic cocoa butter note. Big body and lasting bittersweetness. City+ to Full City+. Good espresso., Dry Natural, Modern Hybrids","Dense coffee for Brazil that withstands dark roasting, flavors of hazelnut chocolate, macadamia nut, roasted almond, and an aromatic cocoa butter note. Big body and lasting bittersweetness. City+ to Full City+. Good espresso., Dry Natural, Modern Hybrids"
Brazil Dry Process Serrinha Peaberry Lot 2,https://www.sweetmarias.com/brazil-dry-process-santa-luzia-peaberry-lot-2-6958.html,"Dense coffee for Brazil that withstands dark roasting, flavors of hazelnut chocolate, macadamia nut, roasted almond, and an aromatic cocoa butter note. Big body and lasting bittersweetness. City+ to Full City+. Good espresso.",Dry Natural,Modern Hybrids,"Brazil Dry Process Serrinha Peaberry Lot 2, Dense coffee for Brazil that withstands dark roasting, flavors of hazelnut chocolate, macadamia nut, roasted almond, and an aromatic cocoa butter note. Big body and lasting bittersweetness. City+ to Full City+. Good espresso., Dry Natural, Modern Hybrids","Dense coffee for Brazil that withstands dark roasting, flavors of hazelnut chocolate, macadamia nut, roasted almond, and an aromatic cocoa butter note. Big body and lasting bittersweetness. City+ to Full City+. Good espresso., Dry Natural, Modern Hybrids"
Brazil Dry Process Sitio Senhor Bom Jesus,https://www.sweetmarias.com/brazil-dry-process-sitio-senhor-bom-jesus-6713.html,"There's so much flavor packed into the medium roast levels, fruited chocolate, nutty sweetness, carob, creamy cocoa butter, peanut toffee and sesame sweets. City+ to Full City+. Good for epresso.",Dry Natural,Bourbon,"Brazil Dry Process Sitio Senhor Bom Jesus, There's so much flavor packed into the medium roast levels, fruited chocolate, nutty sweetness, carob, creamy cocoa butter, peanut toffee and sesame sweets. City+ to Full City+. Good for epresso., Dry Natural, Bourbon","There's so much flavor packed into the medium roast levels, fruited chocolate, nutty sweetness, carob, creamy cocoa butter, peanut toffee and sesame sweets. City+ to Full City+. Good for epresso., Dry Natural, Bourbon"
